
364,119,410,109,421,125,374,141,
177,45,237,67,261,32,175,16,
297,191,353,172,326,144,280,166,
156,343,196,333,187,298,129,314,
38,357,102,322,128,340,106,359,
23,0,151,75,163,54,97,1,
154,215,241,247,264,231,158,194,
188,208,218,200,214,169,174,189,
113,302,223,277,224,243,104,266,
47,290,106,292,124,262,42,263,
569,325,639,330,637,278,563,291,
361,309,389,329,380,358,334,318,
354,323,336,356,368,357,368,321,
288,345,356,291,319,270,260,317,
352,65,412,2,367,2,333,41,
310,8,320,71,303,75,282,8,
362,149,449,113,475,131,380,176,
355,101,444,2,478,1,407,97,
