
27,1,34,81,3,95,1,1,
28,253,65,338,38,344,14,302,
280,300,214,355,312,355,310,308,
215,308,179,357,219,358,234,313,
226,281,247,337,277,322,255,270,
480,50,538,51,549,73,482,77,
568,155,610,136,612,113,564,132,
529,210,600,227,610,197,554,187,
613,357,638,329,637,304,558,358,
434,313,569,329,567,356,434,358,
392,307,436,299,439,338,396,337,
362,303,386,343,402,338,389,300,
480,320,544,303,564,329,494,345,
499,267,578,341,606,323,514,248,
576,280,639,284,637,313,576,307,
393,236,500,252,501,279,389,255,
411,179,431,238,461,235,438,171,
306,169,303,262,351,240,322,165,
107,295,146,356,173,358,130,271,
76,38,49,129,19,121,43,30,
136,64,214,119,208,150,104,94,
107,146,99,233,70,223,83,142,
134,157,131,260,103,259,106,155,
150,222,193,351,169,356,127,245,
315,318,359,357,401,358,334,297,
345,265,445,256,438,300,335,307,
501,161,460,231,432,218,470,146,
459,237,541,250,554,218,474,205,
443,9,573,0,575,26,446,60,
493,70,433,135,409,105,462,51,
333,182,462,168,447,140,331,157,
