
544,71,482,139,497,157,570,92,
59,303,104,303,98,328,50,320,
411,67,529,88,528,123,392,104,
569,42,547,66,634,140,637,86,
386,2,471,41,482,13,463,1,
252,2,235,30,214,26,217,0,
224,2,176,38,152,16,172,1,
232,328,205,359,193,343,208,316,
477,298,512,357,448,358,428,317,
576,292,638,258,637,321,581,332,
274,335,411,336,429,359,274,358,
405,237,421,237,421,263,401,260,
412,152,423,260,384,254,373,141,
475,164,559,230,558,256,456,188,
570,194,587,217,577,253,546,208,
617,204,596,284,571,287,595,198,
455,327,503,243,483,225,424,300,
424,40,388,114,360,97,393,29,
396,198,333,280,318,253,374,182,
294,293,331,314,335,281,299,270,
244,119,222,214,186,206,222,110,
262,92,240,201,283,200,293,94,
258,208,268,302,307,291,280,193,
161,230,104,289,136,318,184,260,
201,284,158,358,109,359,170,270,
134,197,115,290,84,285,98,188,
94,176,88,238,62,232,67,162,
0,84,115,88,90,116,1,105,
65,58,162,69,176,98,64,84,
24,20,39,79,64,81,45,15,
18,106,82,120,76,149,20,133,
67,144,63,215,36,203,38,137,
