
496,246,497,273,529,273,526,246,
317,222,337,290,357,279,334,213,
56,185,99,221,115,208,94,180,
230,1,231,34,188,25,187,2,
494,1,495,46,526,44,524,2,
322,3,346,33,387,13,378,2,
257,3,279,40,300,19,289,1,
446,174,495,235,516,190,489,150,
528,242,571,221,575,246,534,267,
591,257,563,297,541,284,572,245,
554,358,541,319,501,331,510,358,
529,346,466,301,511,279,539,302,
341,359,406,320,427,347,398,359,
537,297,636,299,630,338,535,332,
578,237,635,272,637,236,612,220,
358,79,422,33,403,12,353,23,
246,257,236,355,267,358,277,258,
463,164,525,136,520,98,448,132,
434,71,484,97,467,138,427,112,
598,2,541,145,509,135,562,3,
610,68,579,196,616,191,631,67,
279,281,328,264,338,290,268,326,
284,354,402,295,385,267,271,330,
450,225,511,274,477,302,421,255,
379,156,449,206,410,250,363,204,
360,160,277,198,299,235,378,185,
321,120,282,197,249,187,289,106,
369,93,378,167,348,163,334,96,
425,79,471,191,438,206,394,86,
172,123,234,112,240,132,169,141,
241,129,284,123,298,90,229,104,
180,111,233,112,273,90,189,72,
2,82,20,81,22,166,2,169,
2,224,41,254,20,281,0,273,
1,309,80,344,78,358,5,357,
78,357,93,274,130,257,107,359,
120,292,150,292,154,273,127,274,
156,266,190,265,197,278,160,289,
153,284,145,358,175,359,178,290,
181,249,247,186,278,199,203,287,
114,216,190,257,171,268,102,223,
191,197,175,245,142,228,158,190,
64,255,102,276,169,265,88,220,
46,258,67,343,26,325,22,255,
67,246,86,204,54,192,35,252,
126,213,271,155,253,115,115,171,
58,170,98,191,113,156,49,114,
36,125,101,127,98,97,29,95,
0,19,74,78,40,104,1,72,
111,10,199,67,180,85,88,29,
162,53,289,97,322,56,170,22,
99,40,184,90,158,123,71,68,
91,79,144,142,126,159,102,127,
