
54,25,74,16,84,34,66,41,
6,88,35,79,35,102,4,99,
147,81,163,91,140,111,129,97,
437,65,478,28,457,20,423,55,
95,40,133,57,140,28,97,19,
197,316,203,343,228,355,226,322,
198,334,228,359,178,359,175,344,
196,273,231,267,234,325,197,314,
192,247,204,270,228,261,215,231,
342,256,373,356,335,359,311,264,
252,277,299,251,290,230,242,249,
271,279,309,268,330,359,282,359,
159,356,187,337,93,302,86,325,
80,325,130,359,84,358,61,335,
0,329,84,270,59,260,0,295,
22,201,114,215,88,247,14,231,
0,235,51,152,14,157,2,193,
85,102,91,171,128,158,115,95,
48,165,69,200,43,216,28,188,
142,64,214,83,216,61,145,48,
263,39,281,133,223,137,221,40,
94,271,237,228,201,201,82,233,
195,192,283,240,310,204,213,173,
