
542,86,534,148,555,149,566,95,
525,11,545,47,526,58,505,14,
628,358,591,334,574,349,576,357,
1,169,44,165,48,184,8,201,
35,149,62,139,108,196,63,217,
500,204,587,167,583,148,532,154,
281,212,270,239,246,236,253,191,
138,327,87,318,87,352,126,351,
25,85,43,54,84,91,74,111,
414,38,360,96,323,98,373,29,
305,128,353,120,369,96,323,101,
545,318,541,253,560,222,559,320,
432,229,497,229,464,193,425,203,
86,136,179,130,179,101,79,98,
0,249,51,220,59,184,1,207,
30,302,43,358,9,359,2,332,
429,297,389,336,402,356,429,335,
471,329,477,278,505,275,510,327,
477,278,478,357,454,357,449,285,
493,334,530,266,544,293,505,347,
594,237,636,348,638,267,603,225,
597,213,639,269,637,216,616,189,
561,224,515,294,493,285,540,212,
362,1,371,44,335,34,328,1,
125,248,180,196,204,206,140,269,
438,240,427,329,444,341,456,242,
454,237,529,214,551,246,461,280,
638,100,620,133,620,215,638,214,
605,207,583,336,555,321,567,210,
492,28,484,145,463,139,455,40,
425,1,429,100,453,93,449,1,
253,91,257,135,305,184,298,120,
264,207,364,219,306,180,259,182,
271,259,312,258,329,358,293,359,
317,283,387,239,373,217,302,257,
351,125,412,180,433,165,361,112,
363,111,439,162,446,145,370,79,
322,27,279,92,295,134,343,71,
219,1,296,64,280,88,197,21,
154,1,194,77,220,64,194,1,
47,53,80,2,139,1,75,82,
46,38,31,88,3,88,12,38,
5,94,97,174,116,157,42,87,
102,213,70,336,42,324,64,231,
55,269,0,336,0,278,33,251,
151,337,256,307,266,343,175,360,
181,327,246,312,229,289,172,298,
204,288,269,285,268,259,204,268,
93,324,204,268,188,243,77,293,
315,156,390,195,379,223,297,180,
514,131,464,197,485,218,539,148,
421,236,395,343,356,336,389,224,
181,53,211,136,186,192,159,83,
238,134,211,226,191,219,212,127,
