
587,44,637,85,640,48,600,24,
440,266,485,214,520,221,458,282,
587,337,638,329,638,302,586,314,
587,313,638,302,636,268,595,270,
542,62,547,82,584,70,576,47,
513,82,529,91,498,106,459,68,
525,21,621,26,622,1,519,1,
360,1,342,23,372,47,401,22,
636,116,545,149,526,132,636,83,
592,180,638,214,637,156,614,147,
402,150,391,255,359,247,353,160,
496,331,538,302,516,283,472,316,
595,163,635,264,588,270,572,167,
439,209,484,190,469,169,418,188,
404,100,410,158,451,176,419,99,
413,92,477,216,513,205,435,83,
438,27,497,45,468,68,420,50,
510,78,597,31,532,21,471,69,
347,312,394,255,358,251,319,301,
432,286,515,358,463,357,404,311,
474,316,540,253,520,225,455,291,
558,141,560,164,545,201,533,140,
519,131,633,82,612,59,498,105,
531,140,533,211,500,219,494,146,
458,63,517,138,489,158,435,78,
383,99,382,152,346,152,349,87,
377,102,417,53,394,34,353,68,
229,92,278,189,324,169,262,79,
