
162,326,189,354,206,344,193,325,
4,204,31,189,24,176,1,189,
279,3,286,27,298,30,289,2,
558,76,566,99,573,96,569,78,
549,112,564,127,573,118,557,104,
460,94,490,106,490,92,464,85,
457,44,493,51,494,39,476,33,
366,19,358,49,371,49,377,17,
183,143,208,132,193,124,172,136,
276,308,267,343,256,332,264,303,
154,41,170,26,163,18,144,35,
61,118,47,132,37,119,53,105,
94,89,135,99,141,81,98,75,
313,343,323,309,309,302,300,345,
184,268,138,259,141,246,193,254,
214,266,246,237,235,229,200,257,
145,324,166,356,139,357,126,328,
152,205,133,242,120,229,138,191,
190,190,206,226,196,237,178,194,
162,280,159,295,204,300,209,280,
58,158,63,184,78,191,72,155,
