
287,2,318,54,390,80,326,1,
463,318,543,318,537,287,467,292,
552,134,618,143,612,161,547,149,
604,302,638,287,633,181,574,181,
556,249,588,247,617,358,575,359,
423,190,557,206,557,243,423,223,
453,234,413,266,429,288,465,255,
399,276,454,358,421,358,384,295,
332,229,249,301,267,329,354,257,
185,195,212,210,232,169,196,157,
195,271,271,343,245,358,172,294,
162,2,160,70,138,67,134,1,
299,76,340,170,311,182,280,86,
524,151,632,95,622,74,512,131,
576,153,534,207,568,227,594,161,
458,136,422,251,403,235,433,127,
472,133,584,59,568,34,461,102,
534,112,637,59,619,38,527,98,
531,0,593,46,601,22,581,0,
467,70,577,36,552,13,458,48,
339,74,462,92,457,121,329,112,
332,107,336,217,360,197,357,105,
207,263,272,230,271,198,192,230,
49,276,0,251,1,298,42,311,
70,59,113,58,113,73,73,75,
82,76,70,144,92,142,97,72,
72,63,12,148,27,171,80,95,
21,38,0,103,1,37,9,32,
0,30,61,35,68,13,1,3,
12,100,85,49,77,25,11,72,
116,66,229,104,223,123,126,109,
127,75,119,136,91,145,98,74,
154,169,69,238,40,216,63,190,
3,254,75,240,51,224,1,229,
112,210,141,297,107,309,80,217,
31,197,155,167,139,135,24,159,
