
380,108,368,129,399,139,404,114,
363,148,390,147,388,164,362,170,
599,141,599,171,635,167,623,135,
579,216,546,338,506,328,555,202,
508,236,568,157,548,152,484,226,
550,234,554,209,531,209,530,247,
56,142,68,149,52,161,39,148,
340,9,326,47,314,38,324,2,
350,40,387,86,364,110,318,86,
597,83,620,88,612,110,585,105,
457,108,496,104,503,126,475,138,
491,137,539,162,557,104,528,102,
397,1,444,1,451,26,417,40,
397,46,528,1,575,2,527,59,
244,1,302,73,237,85,218,2,
310,3,318,61,295,66,261,3,
385,80,452,161,477,138,404,57,
367,214,340,260,222,201,266,175,
266,260,299,273,302,255,281,242,
192,226,221,245,206,251,183,237,
179,218,218,240,212,202,187,207,
219,230,239,219,227,207,214,211,
194,206,294,163,273,142,183,182,
232,148,323,152,293,116,228,119,
159,199,223,159,200,136,124,189,
383,238,438,249,423,219,383,218,
452,271,506,318,502,246,453,252,
212,309,311,356,242,359,187,327,
330,295,405,328,405,302,355,266,
40,185,93,235,69,255,15,205,
104,329,137,275,184,283,135,353,
47,301,7,347,4,299,37,268,
123,271,205,285,218,246,123,244,
137,299,183,303,224,358,145,357,
89,146,80,181,61,159,73,126,
161,127,184,133,180,150,145,150,
238,81,281,93,258,114,228,106,
161,2,191,30,206,9,199,0,
141,11,166,23,157,43,129,32,
161,73,220,34,175,23,148,62,
59,35,11,21,2,43,42,66,
98,80,146,0,98,0,70,57,
137,95,161,100,128,142,114,114,
71,85,128,159,107,169,52,98,
