
222,1,221,18,235,21,245,2,
108,27,124,26,138,44,127,53,
27,43,34,44,34,60,25,64,
36,224,44,224,52,236,40,241,
3,260,11,261,17,278,9,281,
192,298,199,298,199,321,191,313,
140,235,150,228,152,235,144,245,
119,215,133,218,128,229,115,225,
174,205,186,197,191,210,178,217,
153,209,166,207,169,228,159,230,
330,76,340,77,341,87,325,86,
386,73,393,87,401,85,399,70,
346,131,343,149,333,147,329,130,
380,179,389,168,375,159,367,176,
386,199,396,201,396,212,387,211,
356,255,363,263,359,271,347,267,
348,266,347,253,338,251,336,260,
321,234,338,247,329,257,308,239,
527,132,492,298,565,312,565,140,
459,298,472,308,457,314,447,307,
428,287,417,296,435,308,444,294,
517,4,501,140,560,141,558,0,
21,164,102,88,133,112,46,192,
96,163,109,169,102,179,93,177,
112,157,132,159,136,144,105,144,
161,138,180,146,176,159,163,158,
195,127,210,149,219,142,203,120,
