
541,150,567,173,581,144,562,130,
511,231,472,221,478,186,521,191,
449,174,440,227,469,240,479,178,
434,289,461,295,493,328,430,312,
552,269,639,313,637,358,563,322,
581,293,636,254,628,222,559,259,
423,58,442,87,424,137,399,84,
358,0,424,38,436,4,415,2,
371,0,386,55,340,35,336,3,
306,242,329,264,307,280,275,267,
37,222,86,194,109,158,44,175,
39,81,0,155,0,88,23,65,
77,113,141,115,114,149,86,150,
223,105,281,54,264,37,204,79,
349,89,309,165,281,123,314,70,
454,36,462,110,489,78,470,7,
508,43,594,47,586,12,522,8,
520,164,584,94,560,69,504,111,
479,221,538,293,511,307,458,247,
255,315,290,358,240,358,229,318,
224,303,282,250,263,232,207,272,
150,171,97,232,73,206,123,147,
10,357,70,312,68,266,1,331,
112,295,101,359,64,356,80,275,
46,225,154,246,149,271,31,242,
