
170,129,206,103,168,92,157,99,
624,313,625,246,639,243,638,324,
520,275,632,267,616,239,513,247,
621,253,618,306,590,299,600,251,615,256,
76,255,93,276,77,287,61,282,
0,357,19,357,92,288,2,285,
0,304,32,230,7,215,1,232,
7,257,45,291,36,241,20,232,
47,330,64,323,96,359,65,358,
20,340,39,359,68,358,40,320,
226,200,259,110,242,97,197,184,
232,59,190,124,216,141,249,83,
212,70,105,52,94,80,205,98,
148,50,196,0,120,1,104,34,
194,55,224,3,191,1,168,49,
292,25,311,107,292,103,257,18,
501,307,492,358,454,357,471,295,
552,245,639,176,636,142,543,187,
591,218,638,226,637,179,587,179,
559,166,637,127,639,86,551,127,
616,98,637,8,594,29,588,98,
638,15,619,34,620,65,639,55,
329,33,255,14,248,1,324,1,
336,52,419,97,405,111,320,70,
439,0,456,43,482,31,465,1,
468,46,453,143,417,133,429,44,
565,0,575,66,557,89,547,1,
492,44,595,105,561,117,489,90,
26,206,54,294,78,281,68,241,
177,237,72,194,84,181,185,214,
73,139,155,166,157,195,64,177,
34,108,103,73,103,48,26,85,
1,111,39,163,17,193,0,172,
44,170,123,234,98,269,19,193,
159,253,94,358,62,329,125,230,
372,310,372,214,346,218,321,301,
265,346,193,357,207,318,267,304,
237,282,245,273,238,263,224,284,
216,315,278,312,276,281,224,285,
239,228,263,218,263,182,237,197,
330,185,329,231,294,239,298,176,
305,171,277,127,295,110,324,157,
277,135,298,223,268,228,260,135,
240,120,244,187,261,184,262,117,
171,138,213,191,191,238,148,168,
240,198,230,272,189,259,207,192,
232,273,193,353,165,339,188,260,
250,283,349,260,331,228,238,254,
384,328,381,359,337,357,277,324,
412,232,497,266,494,228,417,212,
491,246,550,203,560,155,488,193,
473,208,381,139,377,171,441,220,
378,170,358,214,378,238,398,171,
416,194,403,271,376,250,394,179,
406,275,501,298,514,277,408,241,
463,269,432,332,408,292,438,249,
382,139,485,217,490,174,393,110,
360,148,357,228,326,226,336,146,
368,273,404,358,441,357,387,251,
222,34,270,129,305,114,252,10,
