
490,196,506,197,489,254,480,230,
506,201,490,257,515,253,522,212,
513,258,561,230,545,209,492,243,
522,273,588,243,598,291,516,296,
467,1,447,25,444,81,475,51,
265,3,287,106,328,75,300,1,
300,8,330,73,360,63,333,3,
2,152,39,131,29,107,2,124,
2,110,41,105,38,86,0,90,
33,106,27,165,76,149,67,102,
99,15,62,23,84,71,119,29,
43,70,79,67,58,30,27,50,
1,178,47,162,59,188,1,227,
124,255,59,189,24,207,94,280,
50,165,169,84,186,100,70,198,
96,73,221,13,224,1,96,2,
139,165,265,212,246,249,117,187,
196,231,161,336,214,336,226,229,
586,318,583,358,632,358,622,315,
595,312,638,333,637,281,616,264,
450,327,451,355,427,356,440,329,
454,358,508,356,515,333,458,336,
558,301,580,359,523,359,514,300,
454,337,528,335,531,312,470,302,
389,329,388,357,423,358,427,343,
391,322,428,347,442,327,410,306,
353,341,339,359,318,358,337,333,
334,336,317,357,280,357,312,317,
336,323,382,283,358,257,310,314,
439,232,393,299,361,263,427,197,
578,137,517,198,509,142,562,128,
575,152,599,245,564,255,542,164,
443,153,425,263,473,257,499,159,
416,82,392,127,374,115,405,73,
409,2,404,109,441,101,453,2,
316,108,405,72,415,36,303,89,
196,114,224,149,222,201,194,198,
241,45,180,148,159,133,219,36,
299,109,251,251,291,262,331,123,
