
304,135,377,114,351,97,293,109,
392,157,407,156,410,171,381,170,
559,305,555,321,542,316,548,306,
385,102,451,67,429,42,369,95,
551,205,528,235,587,237,577,197,
492,28,565,97,582,62,517,0,
411,7,483,32,491,0,420,1,
361,42,409,49,409,15,340,11,
325,59,372,98,392,57,315,29,
262,4,300,96,326,74,290,0,
84,186,17,132,42,105,109,154,
98,93,171,154,143,186,71,114,
180,149,142,280,191,271,236,161,
107,165,77,280,114,298,161,183,
300,214,287,243,340,264,361,237,
346,339,354,305,307,304,311,335,
364,233,464,220,466,267,369,279,
604,181,612,98,559,104,576,178,
625,235,638,229,638,287,609,316,
533,311,622,264,599,236,514,290,
430,66,543,99,541,54,437,42,
454,78,497,189,536,152,483,60,
501,221,580,180,530,127,467,210,
458,352,487,351,477,324,447,336,
437,283,525,280,523,311,426,306,
425,344,491,316,478,296,416,308,
580,356,582,323,482,310,481,344,
226,333,306,247,268,233,197,321,
282,275,239,314,282,326,306,274,
275,288,274,259,214,244,194,267,
175,344,232,275,204,271,153,336,
152,329,192,287,170,273,125,302,
11,337,95,330,88,298,19,320,
3,183,17,191,7,208,4,204,
25,209,73,273,48,292,4,222,
4,123,79,204,56,233,0,161,
39,115,85,110,133,0,59,1,
146,52,241,81,252,53,184,16,142,52,
138,38,168,30,154,3,126,10,
107,78,212,96,215,70,109,58,
281,159,325,196,335,172,299,145,
202,245,312,209,299,180,199,214,
