
178,144,231,101,218,77,177,98,
9,79,33,169,74,153,38,82,
23,148,41,232,3,265,0,128,
26,358,89,296,97,300,70,358,
484,293,522,266,509,249,454,284,
451,166,504,159,535,129,457,123,
419,140,452,134,447,164,421,165,
198,201,210,226,244,221,225,196,
257,255,306,290,285,313,209,249,
309,337,202,246,204,294,231,320,
223,276,129,358,112,340,200,250,
159,284,103,359,64,357,119,262,
2,284,35,284,36,357,3,357,
73,195,98,235,40,288,14,265,
86,135,64,210,39,219,59,115,
79,1,39,82,2,73,1,21,
57,73,120,100,123,139,35,101,
249,87,233,2,218,4,225,102,
222,59,174,95,145,72,212,30,
178,105,155,171,105,171,157,99,
184,154,94,232,112,258,209,179,
203,134,255,188,240,214,181,146,
293,182,259,248,239,224,269,169,
345,256,285,318,309,347,361,291,
292,224,349,229,346,254,321,248,
344,235,382,359,419,356,368,223,
405,258,468,331,436,360,379,264,
479,287,505,358,473,358,449,286,
572,334,553,357,515,359,543,318,
569,224,566,295,625,270,600,216,
593,46,589,103,616,104,618,60,
594,33,637,2,638,46,608,62,
591,139,624,121,639,140,638,192,
538,126,632,185,615,220,525,148,
507,74,542,44,531,26,495,50,
537,60,563,3,611,1,566,67,
453,67,497,53,498,83,446,93,
397,76,379,1,347,2,369,94,
369,98,463,34,443,100,386,118,
392,64,466,38,464,7,386,27,
412,253,361,140,341,151,385,264,
295,112,317,109,348,216,314,225,
295,133,268,1,241,1,259,134,
322,29,360,144,329,149,291,32,
