
449,184,438,144,425,145,425,184,
118,150,191,167,213,191,112,178,
121,177,228,195,230,218,173,229,
86,204,152,211,176,229,132,244,
265,119,327,185,344,165,292,98,
57,239,80,204,54,191,26,230,
20,314,9,359,49,359,47,326,
36,317,0,287,1,261,54,295,
1,340,28,304,2,291,0,298,
94,358,107,323,83,338,83,357,
90,304,150,286,166,304,128,328,
185,13,216,9,217,29,184,30,
9,38,6,88,0,85,1,33,
41,1,52,53,67,9,59,0,
28,84,52,22,2,62,6,94,
9,107,80,99,57,66,8,94,
60,152,61,116,39,102,22,115,
25,118,76,187,27,196,9,134,
57,13,49,90,80,84,88,10,
286,97,239,84,235,104,282,107,
221,98,179,164,149,151,171,86,
109,98,106,193,67,197,59,102,
71,299,83,359,54,359,36,302,
149,359,176,299,123,326,118,359,
267,287,189,314,164,306,190,266,
222,298,209,315,195,309,208,291,
163,356,205,335,211,306,154,335,
218,357,250,312,230,298,192,344,
209,271,286,296,275,267,228,254,
200,241,292,241,276,216,196,224,
233,155,292,204,270,233,208,173,
258,180,285,199,314,194,285,173,264,179,307,175,
364,359,359,335,366,333,387,359,
387,359,364,334,391,319,428,359,
452,356,455,331,432,308,419,359,
602,242,639,203,637,182,595,223,
494,253,482,280,517,279,518,252,
522,358,514,338,547,348,555,359,
576,360,511,335,523,304,570,323,
464,359,460,324,486,324,490,357,
390,318,454,337,463,304,400,292,
307,253,339,296,309,302,277,259,
336,266,396,236,376,209,323,247,
320,247,383,205,356,164,300,226,
342,247,338,297,359,295,374,249,
419,306,314,355,301,322,393,278,
401,249,411,285,435,259,420,236,
449,217,442,291,468,312,478,209,
549,308,635,293,623,272,551,277,
535,285,624,266,625,243,556,248,
525,189,563,249,536,266,494,195,
638,9,640,81,611,52,613,6,
594,110,637,81,623,68,577,96,
473,92,496,70,490,54,461,71,
503,67,533,59,516,27,490,41,
497,1,556,73,581,46,538,1,
477,1,470,52,490,41,494,0,
468,0,435,40,416,30,429,0,
430,0,393,16,383,9,380,0,
335,0,359,34,383,13,380,1,
254,21,321,17,328,0,268,1,
291,103,359,162,369,134,326,88,
380,185,400,128,366,115,356,174,
352,92,477,105,437,145,349,109,
345,38,319,85,342,101,369,40,
254,54,306,96,322,68,267,30,
237,36,207,92,173,83,209,20,
96,101,162,46,149,30,77,91,
