
101,237,120,250,103,266,88,250,
33,195,0,246,0,195,21,181,
0,188,44,191,55,165,0,166,
0,40,28,35,46,2,0,27,
110,256,107,329,146,333,148,270,
414,350,486,315,504,325,472,357,
6,59,45,121,78,115,45,36,
207,100,254,123,323,86,231,64,
577,30,618,12,618,2,554,1,
553,41,579,33,551,2,529,28,
597,47,639,64,639,74,583,83,
574,125,637,106,637,76,571,85,
506,71,521,144,542,144,530,58,
72,84,70,135,89,135,117,101,
36,113,94,148,90,176,30,142,
23,270,82,177,66,154,2,248,
102,172,161,90,140,79,88,138,
281,340,248,303,273,277,279,291,
315,332,313,359,349,358,332,328,
280,268,283,357,309,358,302,266,
0,327,118,345,118,357,3,359,
63,259,95,252,116,342,75,341,
114,232,201,199,228,227,131,273,
275,31,325,7,323,1,262,1,
292,36,300,15,331,2,321,43,
325,29,402,43,408,10,332,0,
359,150,302,168,291,145,350,118,
312,131,306,95,268,118,288,156,
208,201,266,178,259,153,204,171,
213,161,264,156,267,121,213,123,
263,151,262,177,303,170,280,137,
218,219,319,199,306,165,221,197,
550,359,612,359,622,334,553,320,
537,338,593,314,582,280,519,308,
576,153,628,117,622,103,569,135,
580,233,639,236,638,196,601,206,
576,236,634,181,611,170,555,228,
558,170,632,168,618,148,559,151,
529,176,611,166,585,199,503,189,
493,209,555,227,581,205,498,186,
507,215,535,264,501,264,476,228,
472,327,543,271,523,252,450,304,
327,307,422,321,398,358,340,345,
306,286,384,240,375,217,288,263,
358,157,395,228,422,204,384,141,
472,166,427,242,393,240,454,161,
402,167,463,157,462,123,401,137,
442,95,522,147,531,133,448,65,
377,40,364,120,391,123,405,41,
244,64,344,91,359,53,242,32,
