
223,137,236,30,209,52,195,135,
229,1,220,14,201,14,197,1,
161,0,208,53,229,26,199,2,
468,264,569,319,550,351,450,281,
476,302,536,341,516,356,461,317,
343,245,384,270,383,231,348,217,
258,285,321,347,346,340,280,278,
208,354,183,302,221,280,243,344,
162,233,188,299,218,283,186,220,
142,280,178,278,190,308,142,304,
114,197,139,180,147,201,136,211,
145,223,200,207,178,185,136,206,
259,96,268,1,242,0,228,89,
286,93,333,164,266,178,230,99,
543,162,609,132,593,104,532,140,
585,6,554,114,578,126,620,13,
481,2,540,43,571,19,554,0,
441,57,406,175,448,180,468,57,
320,112,434,32,413,7,315,81,
1,182,107,152,114,185,5,219,
130,62,120,135,91,132,104,53,
