
446,234,511,248,515,228,456,219,
419,293,449,289,449,358,421,358,
402,213,474,195,484,215,398,245,
364,254,402,233,421,250,373,287,
386,97,433,162,461,146,410,80,
331,165,378,176,375,209,321,194,
279,211,370,165,346,118,262,187,
28,18,71,18,75,2,22,1,
122,2,150,89,116,110,82,1,
260,189,320,131,285,110,237,161,
267,192,275,285,251,291,205,200,
77,328,28,352,15,322,41,311,
115,331,166,290,149,265,100,301,
68,243,76,324,45,312,34,241,
1,185,1,209,14,201,9,185,
40,192,17,193,15,217,37,214,
52,169,16,201,4,178,27,160,
25,120,58,138,67,178,5,145,
99,81,104,196,82,213,42,89,
203,190,261,306,223,320,162,210,
