
236,59,245,106,272,93,259,54,
308,41,305,158,277,165,273,40,
625,26,604,80,638,77,640,23,
567,2,573,30,598,43,590,3,
559,72,517,30,567,34,584,62,
470,36,566,15,576,42,469,45,
558,119,509,106,553,82,574,98,
570,355,632,318,631,344,598,357,
238,273,254,354,279,357,261,248,
275,283,331,283,382,338,345,359,
432,284,398,356,435,359,459,298,
388,218,450,241,457,208,421,197,
442,243,494,285,475,312,428,272,
575,289,638,285,637,259,572,271,
541,211,573,285,522,283,514,208,
470,219,544,221,543,245,498,250,
534,174,566,265,595,241,564,173,
567,176,602,245,634,235,603,184,
602,134,616,220,639,230,637,152,
502,103,552,96,540,74,468,79,
445,78,534,77,516,42,447,53,
413,127,453,134,410,144,402,138,
405,11,380,35,436,71,460,47,
398,80,495,157,541,137,420,52,
399,147,472,131,493,152,402,176,
505,166,612,185,600,142,503,138,
505,181,464,215,438,194,489,153,513,182,520,178,
444,223,473,273,506,267,461,212,
349,193,390,215,430,193,360,133,
305,222,430,226,433,261,323,252,
289,204,326,263,307,276,291,258,
256,159,198,259,228,278,261,235,
282,170,297,277,264,288,260,169,
320,115,300,193,351,202,357,116,
