
611,90,604,111,640,159,640,117,
595,350,639,314,637,267,557,337,
567,292,601,232,569,230,539,287,
640,239,599,304,566,266,625,211,
533,229,502,268,544,280,571,231,
468,253,463,311,500,334,502,252,
542,268,527,326,493,323,504,275,
456,290,523,352,465,349,435,318,
443,268,406,297,435,319,465,277,
299,332,292,357,385,357,356,333,
394,183,394,218,428,215,407,180,
380,130,428,217,449,195,399,122,
366,215,356,247,386,261,392,207,
296,265,323,330,361,333,316,261,
273,199,208,214,228,257,285,219,
284,197,207,209,195,187,264,182,
35,285,9,286,13,311,74,315,
16,248,36,321,12,343,0,247,
66,212,0,134,0,187,39,240,
1,175,42,145,71,159,0,207,
40,242,80,201,104,221,64,262,
102,218,61,276,95,279,127,224,
131,234,135,314,109,301,103,258,
188,230,138,301,153,309,203,264,
435,178,473,171,459,149,425,155,
511,148,486,180,463,166,478,142,
455,84,472,140,517,145,472,84,
506,130,585,121,566,90,487,103,
582,113,572,187,611,190,611,111,
553,73,617,54,623,83,560,99,
545,0,570,62,585,42,575,1,
549,31,525,96,498,103,526,31,
497,1,473,39,494,60,522,21,
409,105,471,28,437,26,388,78,
459,19,468,80,494,71,478,4,
384,76,483,0,413,0,362,58,
346,86,410,33,361,12,325,42,
217,204,152,138,184,115,238,176,
149,133,175,169,144,184,123,147,
278,116,219,143,233,185,303,151,
320,6,281,51,307,64,350,16,
230,90,233,122,257,120,268,68,
137,1,150,40,118,49,103,0,
80,1,77,31,97,68,104,0,
20,1,19,67,41,68,52,1,
78,10,91,99,47,102,52,5,
76,129,126,211,160,218,105,118,
